enrollment_id,student_id,course_id,enrollment_date,completion_status,progress_percent
1484,5872,64,2025-01-09,Dropped,76.0
1485,19942,60,2025-03-29,Completed,18.0
1486,10860,147,2024-07-23,Dropped,17.0
1487,10739,187,2024-09-09,Dropped,59.0
1488,11664,42,2025-02-10,In Progress,53.0
1489,7565,101,2025-10-04,Completed,84.0
1490,1828,15,2026-01-23,Dropped,5.0
1491,10028,51,2026-01-28,Completed,28.0
1492,26705,82,2025-05-14,Completed,10.0
1493,24334,125,2025-01-15,Dropped,35.0
1494,13149,35,2025-11-11,Dropped,20.0
1495,7185,60,2025-08-13,In Progress,95.0
1496,24257,103,2024-09-12,Completed,86.0
1497,15572,11,2025-06-11,Completed,82.0
1498,12129,135,2024-09-20,Dropped,29.0
1499,18558,158,2024-09-18,In Progress,75.0
1500,3710,46,2025-09-14,Dropped,45.0
1501,130,5,2024-06-13,In Progress,55.0
1502,16017,66,2025-12-24,Dropped,76.0
1503,22272,45,2024-09-22,Dropped,91.0
1504,1559,1,2025-11-30,Completed,64.0
1505,10454,127,2024-05-04,Completed,79.0
1506,19585,147,2025-04-23,In Progress,84.0
1507,13836,55,2025-11-23,Completed,41.0
1508,3725,113,2025-02-03,Dropped,61.0
1509,19918,175,2025-07-10,In Progress,21.0
1510,21450,151,2025-08-02,In Progress,26.0
1511,26380,166,2025-12-04,In Progress,75.0
1512,11321,16,2024-07-28,Completed,78.0
1513,4694,14,2025-07-21,In Progress,39.0
1514,15634,196,2026-02-03,Dropped,2.0
1515,25191,6,2025-09-24,In Progress,10.0
1516,27987,4,2025-10-04,In Progress,75.0
1517,21647,69,2025-04-12,Dropped,90.0
1518,12711,35,2024-02-26,In Progress,49.0
1519,26958,154,2024-03-31,Completed,55.0
1520,18249,137,2024-03-18,Dropped,6.0
1521,16325,177,2025-07-05,Dropped,27.0
1522,26529,197,2024-08-10,In Progress,9.0
1523,17072,153,2024-05-16,In Progress,94.0
1524,23685,45,2026-01-25,Dropped,76.0
1525,12120,82,2024-09-05,Dropped,69.0
1526,6408,102,2024-03-12,Completed,51.0
1527,4243,158,2025-05-15,Dropped,48.0
1528,11700,60,2025-12-13,Completed,91.0
1529,10252,32,2025-05-24,In Progress,72.0
1530,22344,99,2025-08-11,Dropped,76.0
1531,22408,84,2024-12-05,Completed,
1532,6199,31,2024-04-30,Completed,8.0
1533,16340,91,2025-08-26,Completed,93.0
1534,13434,178,2024-10-03,In Progress,75.0
1535,27485,61,2024-07-06,In Progress,48.0
1536,27881,145,2025-09-18,In Progress,59.0
1537,10402,179,2024-10-28,Completed,91.0
1538,1618,143,2026-02-02,Dropped,14.0
1539,6081,140,2024-10-17,Dropped,14.0
1540,12235,11,2024-02-21,Completed,21.0
1541,13871,106,2025-09-25,In Progress,75.0
1542,1900,72,2025-04-19,Completed,66.0
1543,15139,67,2025-04-28,Completed,76.0
1544,2035,116,2025-02-25,Completed,72.0
1545,11764,25,2025-11-15,Dropped,95.0
1546,13984,38,2024-06-30,Dropped,74.0
1547,22707,105,2025-08-26,In Progress,47.0
1548,7530,96,2024-10-26,Completed,20.0
1549,7376,177,2025-10-09,Completed,59.0
1550,20358,22,2025-04-11,Completed,60.0
1551,27529,195,2024-12-18,Completed,88.0
1552,29224,152,2025-07-04,Dropped,57.0
1553,17110,190,2024-09-01,Completed,14.0
1554,3504,143,2026-01-02,In Progress,4.0
1555,11720,45,2024-07-06,Dropped,28.0
1556,15864,109,2024-12-06,In Progress,71.0
1557,8032,41,2024-07-04,In Progress,22.0
1558,25754,134,2025-07-05,Dropped,58.0
1559,28662,50,2024-09-08,Dropped,71.0
1560,11602,113,2024-07-07,Completed,
1561,18725,42,2024-07-25,Dropped,44.0
1562,10676,194,2026-01-02,Dropped,97.0
1563,6540,126,2024-08-26,Dropped,52.0
1564,12454,97,2025-09-05,Completed,37.0
1565,19426,78,2025-10-13,In Progress,1.0
1566,28100,188,2024-10-11,Completed,91.0
1567,29456,136,2024-06-06,Completed,89.0
1568,23485,82,2026-02-04,Dropped,38.0
1569,17944,137,2024-04-13,Completed,39.0
1570,16334,121,2025-08-19,In Progress,30.0
1571,16785,185,2024-03-05,Completed,52.0
1572,4211,27,2025-05-07,Dropped,0.0
1573,29023,102,2024-07-24,In Progress,41.0
1574,19716,168,2026-01-15,Dropped,71.0
1575,27442,156,2025-09-29,Completed,7.0
1576,4972,153,2024-12-28,Completed,57.0
1577,17634,126,2024-07-22,Dropped,73.0
1578,25190,138,2024-02-29,Dropped,69.0
1579,15846,159,2025-12-08,In Progress,49.0
1580,4227,111,2024-07-29,In Progress,73.0
1581,22792,133,2025-05-01,Completed,28.0
1582,22028,78,2025-10-05,Completed,9.0
1583,1955,79,2024-12-05,Dropped,50.0
1584,23362,156,2024-08-23,Completed,76.0
1585,28853,73,2025-12-27,Completed,8.0
1586,8541,72,2024-12-01,Completed,48.0
1587,10711,108,2024-12-15,Dropped,54.0
1588,24737,141,2024-11-20,Dropped,92.0
1589,8306,71,2025-01-21,Completed,100.0
1590,6162,196,2024-10-22,In Progress,34.0
1591,23656,149,2026-01-10,Completed,55.0
1592,5462,145,2025-06-15,In Progress,45.0
1593,9678,53,2025-12-06,Dropped,19.0
1594,1629,2,2024-05-08,Dropped,57.0
1595,7981,161,2025-06-04,Completed,93.0
1596,4239,162,2024-12-02,In Progress,50.0
1597,14125,136,2025-05-24,Dropped,18.0
1598,11876,50,2025-07-26,Completed,4.0
1599,22981,129,2024-06-14,Completed,89.0
1600,18883,117,2025-01-10,Completed,75.0
1601,1996,94,2025-02-15,In Progress,20.0
1602,10302,45,2024-09-15,In Progress,71.0
1603,596,32,2024-08-11,Dropped,28.0
1604,17324,62,2024-05-31,Completed,88.0
1605,17684,95,2025-03-01,In Progress,5.0
1606,28327,68,2025-07-12,Completed,82.0
1607,21799,164,2025-04-25,Completed,63.0
1608,25729,143,2026-01-21,In Progress,13.0
1609,29036,120,2025-12-25,Completed,82.0
1610,13379,114,2025-12-16,Completed,95.0
1611,26671,78,2025-06-24,In Progress,26.0
1612,3017,177,2025-05-24,Completed,42.0
1613,9590,18,2024-12-26,Completed,8.0
1614,2870,139,2025-12-10,Completed,40.0
1615,12948,80,2025-11-23,In Progress,98.0
1616,15098,143,2024-07-19,In Progress,0.0
1617,9353,139,2025-02-09,Dropped,12.0
1618,15455,183,2025-02-18,Dropped,41.0
1619,6382,187,2024-10-05,Dropped,80.0
1620,25372,68,2025-07-10,Dropped,99.0
1621,16192,63,2024-09-09,Dropped,69.0
1622,4131,124,2024-03-09,Completed,3.0
1623,23848,185,2025-11-26,Completed,60.0
1624,2918,154,2025-03-03,Completed,11.0
1625,27116,143,2024-05-26,In Progress,22.0
1626,4354,106,2025-10-20,Completed,75.0
1627,10627,77,2024-10-01,Dropped,37.0
1628,4366,86,2024-11-28,Dropped,37.0
1629,26577,112,2026-02-01,Dropped,34.0
1630,15203,104,2025-12-10,Completed,79.0
1631,19503,85,2024-08-05,Dropped,78.0
1632,23134,139,2025-08-23,Completed,32.0
1633,10934,186,2024-03-04,Dropped,68.0
1634,9146,66,2024-03-24,Dropped,18.0
1635,26302,125,2025-02-18,Dropped,90.0
1636,26087,90,2025-07-06,Completed,36.0
1637,9779,169,2024-07-15,Completed,44.0
1638,18126,117,2024-07-07,Completed,25.0
1639,16176,143,2024-09-30,Dropped,41.0
1640,2459,184,2025-08-24,In Progress,80.0
1641,27469,119,2025-04-10,Completed,22.0
1642,26551,51,2026-02-06,Dropped,25.0
1643,6356,127,2024-04-25,In Progress,41.0
1644,25969,178,2025-02-24,Completed,3.0
1645,13233,147,2025-10-04,Completed,2.0
1646,7064,172,2024-09-30,Dropped,12.0
1647,3338,75,2024-05-05,Dropped,86.0
1648,22663,76,2025-09-20,Completed,2.0
1649,6004,87,2024-12-01,Completed,90.0
1650,11025,1,2025-03-15,Dropped,
1651,17174,94,2024-08-22,Completed,19.0
1652,6459,39,2025-02-14,Dropped,73.0
1653,8492,151,2025-03-08,Completed,70.0
1654,28427,112,2024-08-05,In Progress,41.0
1655,17706,44,2024-10-14,In Progress,36.0
1656,22807,21,2025-03-15,In Progress,9.0
1657,20854,156,2025-06-19,Completed,93.0
1658,14268,139,2025-12-25,Dropped,21.0
1659,7656,152,2024-05-02,Completed,82.0
1660,2110,140,2024-08-28,Completed,35.0
1661,23407,188,2024-09-26,In Progress,16.0
1662,13366,67,2025-02-15,Completed,5.0
1663,18770,161,2026-01-11,Dropped,6.0
1664,3447,77,2024-06-06,Dropped,46.0
1665,15213,194,2024-09-29,In Progress,18.0
1666,29146,42,2025-07-30,Completed,90.0
1667,12400,44,2026-02-16,In Progress,50.0
1668,5086,57,2025-11-13,Completed,91.0
1669,23821,144,2025-05-23,In Progress,83.0
1670,14660,84,2025-01-16,In Progress,69.0
1671,619,190,2025-07-10,Completed,99.0
1672,21275,138,2025-12-04,Completed,50.0
1673,9075,191,2024-05-15,Completed,12.0
1674,1704,23,2025-04-17,Completed,68.0
1675,7754,178,2024-10-30,Dropped,62.0
1676,10988,72,2025-11-16,Completed,57.0
1677,29781,4,2025-12-21,In Progress,33.0
1678,18804,72,2024-04-10,Completed,39.0
1679,29771,120,2024-10-28,Completed,98.0
1680,29268,151,2024-08-09,Completed,20.0
1681,12021,34,2025-05-10,Dropped,
1682,25084,54,2024-02-26,Completed,41.0
1683,22756,14,2025-03-16,Completed,77.0
1684,10228,4,2024-05-31,Completed,27.0
1685,1418,82,2024-09-06,Completed,9.0
1686,6159,46,2024-06-13,Completed,69.0
1687,7149,37,2024-07-12,Dropped,25.0
1688,2861,193,2025-06-23,Completed,85.0
1689,11772,190,2024-03-31,Completed,56.0
1690,2386,67,2025-01-15,Dropped,1.0
1691,25863,91,2024-07-05,Completed,30.0
1692,926,59,2025-12-16,In Progress,7.0
1693,6222,80,2024-11-16,Dropped,90.0
1694,229,55,2025-08-15,Completed,13.0
1695,18153,164,2024-09-26,Dropped,15.0
1696,15390,23,2025-09-11,Completed,48.0
1697,26998,32,2025-03-23,In Progress,54.0
1698,29489,176,2025-05-08,In Progress,66.0
1699,11449,123,2024-03-21,In Progress,68.0
1700,22976,39,2025-05-07,Completed,19.0
1701,13157,139,2024-03-20,Completed,51.0
1702,4543,61,2025-07-07,Completed,79.0
1703,6576,131,2025-04-22,Completed,60.0
1704,7337,143,2025-04-17,Completed,84.0
1705,27729,122,2025-04-10,Completed,56.0
1706,4894,8,2025-09-20,Dropped,89.0
1707,25810,90,2026-01-26,Completed,91.0
1708,7427,84,2025-08-18,Completed,
1709,11228,173,2024-05-16,Completed,53.0
1710,2597,50,2024-06-11,Dropped,89.0
1711,25886,66,2024-07-18,Completed,65.0
1712,7222,33,2025-08-16,Dropped,30.0
1713,25045,177,2024-08-08,In Progress,80.0
1714,26993,145,2025-06-12,Completed,39.0
1715,28372,41,2025-05-18,Completed,43.0
1716,25430,19,2025-10-26,Completed,96.0
1717,6116,11,2025-12-18,Completed,84.0
1718,17508,60,2025-08-29,Completed,55.0
1719,1621,21,2025-03-31,Completed,
1720,27608,172,2025-07-02,Completed,39.0
1721,29397,91,2024-10-14,Completed,43.0
1722,20359,151,2024-02-25,In Progress,3.0
1723,24328,79,2025-07-20,Completed,40.0
1724,19414,86,2024-08-09,In Progress,48.0
1725,14934,13,2025-08-30,Completed,
1726,13887,174,2024-05-31,Completed,78.0
1727,1471,53,2024-11-08,Completed,60.0
1728,15552,185,2025-07-01,In Progress,78.0
1729,10654,183,2026-01-06,Completed,8.0
1730,24669,11,2025-08-28,Dropped,78.0
1731,17661,81,2025-07-07,In Progress,94.0
1732,28298,143,2025-08-15,Dropped,38.0
1733,15301,168,2024-07-13,In Progress,85.0
1734,29233,98,2025-08-21,Completed,23.0
1735,9849,143,2024-11-25,Completed,61.0
1736,3111,13,2025-07-25,Completed,81.0
1737,4642,157,2024-10-30,Dropped,48.0
1738,19814,165,2025-07-23,Dropped,31.0
1739,29450,111,2025-10-19,Dropped,53.0
1740,7177,195,2024-04-16,In Progress,56.0
1741,8380,187,2024-06-27,Dropped,66.0
1742,12896,48,2025-02-07,Completed,59.0
1743,6789,186,2024-10-05,Completed,21.0
1744,29347,42,2025-11-13,Completed,1.0
1745,6283,10,2025-06-24,Dropped,90.0
1746,26922,144,2025-05-14,Dropped,56.0
1747,25680,177,2025-04-29,Completed,52.0
1748,13915,104,2025-07-28,Dropped,92.0
1749,5376,93,2025-03-08,Completed,94.0
1750,18611,82,2025-05-20,Dropped,60.0
1751,17665,100,2024-10-27,In Progress,68.0
1752,20698,182,2025-05-27,Completed,0.0
1753,20478,99,2024-04-19,In Progress,55.0
1754,26891,190,2025-01-11,Completed,45.0
1755,1341,116,2024-10-24,Dropped,99.0
1756,25167,194,2024-11-13,Completed,39.0
1757,8871,89,2025-06-18,Completed,6.0
1758,8808,92,2025-11-12,Completed,14.0
1759,7984,119,2024-08-09,Completed,67.0
1760,9042,101,2025-09-10,Completed,82.0
1761,2008,171,2025-07-30,Dropped,8.0
1762,15644,47,2025-03-13,In Progress,23.0
1763,13015,19,2026-02-07,Dropped,80.0
1764,20555,145,2025-08-11,Dropped,28.0
1765,27361,86,2024-06-27,Dropped,75.0
1766,8528,154,2024-06-30,Dropped,16.0
1767,25380,79,2024-03-26,Dropped,4.0
1768,29527,189,2025-03-05,Completed,30.0
1769,13894,157,2025-08-05,Completed,82.0
1770,8555,190,2026-01-17,Dropped,78.0
1771,6334,71,2024-08-05,Dropped,65.0
1772,7640,82,2026-01-29,Completed,25.0
1773,18406,114,2025-09-25,Dropped,6.0
1774,13418,120,2025-01-15,Completed,66.0
1775,22598,136,2024-04-06,Dropped,10.0
1776,2570,52,2024-10-29,Dropped,97.0
1777,23766,123,2024-08-18,Dropped,94.0
1778,27607,61,2024-11-01,Completed,46.0
1779,14853,103,2024-07-23,Completed,26.0
1780,18460,168,2024-12-24,Completed,22.0
1781,11579,153,2024-12-27,Completed,38.0
1782,25481,78,2024-10-13,Completed,94.0
1783,6055,98,2025-08-21,Dropped,31.0
1784,16113,10,2025-05-04,Dropped,76.0
1785,14428,80,2024-10-29,Completed,71.0
1786,24382,52,2025-01-31,Completed,41.0
1787,4459,29,2025-08-15,Completed,99.0
1788,18470,186,2025-03-14,Completed,7.0
1789,19096,179,2025-03-14,Completed,58.0
1790,6848,70,2024-12-06,Dropped,22.0
1791,20089,136,2025-03-30,Completed,15.0
1792,5803,22,2025-04-16,Completed,5.0
1793,5230,172,2025-07-28,Completed,34.0
1794,16528,122,2025-04-22,Completed,3.0
1795,11842,113,2025-07-20,Completed,71.0
1796,15170,37,2025-07-04,Completed,24.0
1797,3269,191,2025-05-22,Completed,93.0
1798,9262,108,2024-05-30,Completed,42.0
1799,13884,131,2025-08-02,Completed,50.0
1800,2186,173,2024-07-20,Dropped,76.0
1801,18922,90,2025-04-20,Dropped,92.0
1802,14738,105,2025-03-19,Completed,38.0
1803,6746,163,2026-01-26,In Progress,13.0
1804,15017,38,2024-04-20,In Progress,1.0
1805,13220,194,2024-03-06,In Progress,25.0
1806,14961,84,2025-04-11,Dropped,58.0
1807,29013,124,2025-01-06,Dropped,76.0
1808,22082,41,2025-09-17,In Progress,32.0
1809,302,78,2024-09-19,In Progress,88.0
1810,18550,16,2026-02-17,Dropped,5.0
1811,1761,50,2025-05-31,In Progress,19.0
1812,12439,164,2024-12-18,Dropped,65.0
1813,5287,47,2025-08-12,In Progress,75.0
1814,2655,123,2024-10-20,In Progress,17.0
1815,21252,189,2024-05-10,Dropped,52.0
1816,26025,82,2025-05-26,Completed,60.0
1817,5093,199,2025-01-26,Completed,82.0
1818,6581,11,2024-07-06,Completed,94.0
1819,17016,143,2025-09-21,In Progress,23.0
1820,15434,174,2025-01-26,Completed,72.0
1821,24938,124,2025-11-05,Dropped,21.0
1822,12384,191,2024-11-20,In Progress,89.0
1823,28964,66,2024-10-12,Completed,36.0
1824,15537,139,2026-02-17,In Progress,45.0
1825,2075,104,2026-02-02,Completed,55.0
1826,15157,33,2025-11-05,Completed,0.0
1827,4401,122,2025-06-30,Dropped,85.0
1828,19155,12,2024-09-09,Completed,86.0
1829,11110,132,2025-04-05,Completed,20.0
1830,25345,179,2024-08-28,Completed,85.0
1831,25562,84,2026-01-19,Completed,98.0
1832,15278,101,2025-12-05,Completed,5.0
1833,24781,3,2024-07-29,Completed,30.0
1834,25443,61,2024-05-31,Completed,98.0
1835,21495,43,2025-11-30,Completed,42.0
1836,27202,2,2025-01-29,Completed,56.0
1837,662,72,2025-02-16,In Progress,10.0
1838,679,47,2024-04-28,Completed,68.0
1839,6364,88,2024-12-31,In Progress,13.0
1840,300,19,2025-05-15,Completed,17.0
1841,16642,1,2025-09-20,Dropped,44.0
1842,19147,194,2025-06-15,Completed,88.0
1843,240,140,2026-02-03,Completed,58.0
1844,24379,43,2025-07-11,Completed,65.0
1845,19685,55,2024-02-24,Dropped,17.0
1846,11738,169,2024-05-02,Completed,59.0
1847,23708,102,2025-07-01,In Progress,48.0
1848,18650,191,2025-11-25,Completed,57.0
1849,27089,62,2024-05-14,Dropped,71.0
1850,4291,110,2024-12-11,Dropped,53.0
1851,5648,57,2025-07-17,Completed,100.0
1852,14065,20,2026-02-09,Completed,42.0
1853,24316,14,2024-02-26,Completed,99.0
1854,6707,165,2024-03-26,Completed,41.0
1855,12644,107,2025-12-02,Dropped,99.0
1856,23068,72,2024-09-26,Completed,46.0
1857,12853,117,2025-03-14,Completed,15.0
1858,28980,191,2024-09-27,Completed,66.0
1859,6772,5,2025-04-13,Dropped,2.0
1860,24985,171,2024-12-04,In Progress,
1861,23993,84,2025-09-26,Dropped,11.0
1862,521,71,2025-03-18,Completed,37.0
1863,5643,51,2024-05-15,In Progress,30.0
1864,27109,197,2024-03-27,Completed,15.0
1865,13931,41,2024-08-16,Completed,34.0
1866,3885,190,2025-04-25,Completed,99.0
1867,18261,151,2025-04-02,Dropped,2.0
1868,15618,87,2024-06-12,Completed,2.0
1869,2742,145,2025-04-27,Completed,62.0
1870,13482,169,2024-11-03,Dropped,93.0
1871,3533,19,2025-01-03,Dropped,51.0
1872,651,29,2025-01-11,In Progress,66.0
1873,11037,122,2025-05-23,Dropped,47.0
1874,2159,132,2025-07-18,Completed,23.0
1875,19036,197,2024-11-03,Dropped,82.0
1876,10460,142,2024-11-16,Completed,72.0
1877,9221,37,2026-02-13,Completed,14.0
1878,9748,170,2025-12-13,Completed,90.0
1879,13925,184,2024-03-06,Dropped,11.0
1880,7463,4,2024-06-15,In Progress,95.0
1881,24010,6,2025-05-17,Completed,74.0
1882,29341,111,2025-02-25,Completed,97.0
1883,24514,11,2024-11-23,Completed,54.0
1884,7039,148,2024-04-09,Completed,13.0
1885,8705,142,2024-09-10,Completed,28.0
1886,17620,1,2025-04-30,Dropped,48.0
1887,16503,191,2025-07-26,In Progress,80.0
1888,29057,105,2024-12-03,In Progress,91.0
1889,16644,102,2025-04-12,Completed,12.0
1890,5519,87,2025-09-10,Dropped,96.0
1891,17583,142,2024-04-16,Completed,44.0
1892,7582,71,2024-04-18,Dropped,62.0
1893,6278,49,2025-10-01,Dropped,4.0
1894,10342,134,2025-03-20,Completed,24.0
1895,18817,176,2024-06-15,Dropped,20.0
1896,14791,61,2024-07-09,Dropped,57.0
1897,23614,151,2024-06-22,In Progress,70.0
1898,960,40,2026-01-29,Completed,80.0
1899,19333,185,2024-09-19,In Progress,56.0
1900,16950,150,2024-11-27,Dropped,16.0
1901,5937,123,2024-04-17,Dropped,55.0
1902,28679,146,2025-08-24,Completed,21.0
1903,13156,161,2025-03-24,Completed,29.0
1904,23043,123,2025-06-16,Completed,82.0
1905,18764,75,2025-01-08,Completed,94.0
1906,11643,7,2024-11-29,Dropped,53.0
1907,8637,40,2024-08-15,Completed,82.0
1908,22863,110,2025-04-22,Completed,90.0
1909,19924,93,2025-04-18,Completed,92.0
1910,16297,65,2024-05-14,Dropped,92.0
1911,19093,167,2025-06-05,Completed,79.0
1912,18720,62,2024-03-30,Completed,37.0
1913,9228,127,2025-06-06,Dropped,51.0
1914,3045,49,2024-08-17,Dropped,47.0
1915,15464,34,2025-08-02,Completed,15.0
1916,24175,90,2024-06-12,Dropped,99.0
1917,1287,125,2025-10-28,Completed,22.0
1918,9651,187,2024-07-18,Dropped,5.0
1919,10413,126,2026-01-14,Dropped,41.0
1920,1631,79,2024-12-25,Completed,7.0
1921,20412,29,2025-08-16,Completed,67.0
1922,16075,25,2025-02-17,Dropped,74.0
1923,19501,60,2024-04-30,Completed,95.0
1924,5666,70,2024-11-22,In Progress,17.0
1925,14547,27,2025-06-16,Completed,58.0
1926,27531,68,2024-07-09,In Progress,42.0
1927,13025,68,2024-11-18,In Progress,19.0
1928,29089,108,2025-06-06,Completed,59.0
1929,16648,171,2024-09-12,Dropped,94.0
1930,22829,106,2025-01-07,Dropped,25.0
1931,5576,37,2024-03-24,In Progress,37.0
1932,23778,178,2025-08-21,Completed,26.0
1933,4200,28,2024-04-10,Completed,65.0
1934,21467,164,2025-01-19,Completed,76.0
1935,8413,67,2025-11-12,In Progress,89.0
1936,16718,188,2026-01-09,In Progress,2.0
1937,29090,17,2024-03-14,Dropped,42.0
1938,9517,95,2025-10-10,Dropped,25.0
1939,27259,190,2024-10-29,Completed,90.0
1940,13797,89,2025-11-26,Completed,37.0
1941,25537,47,2025-02-03,Completed,76.0
1942,9673,177,2024-11-04,Completed,77.0
1943,436,88,2025-10-19,Completed,66.0
1944,18826,23,2025-12-17,Completed,2.0
1945,23262,76,2025-05-03,Dropped,68.0
1946,43,113,2025-10-24,In Progress,63.0
1947,14546,69,2025-03-08,Dropped,70.0
1948,17350,74,2025-01-05,Dropped,79.0
1949,28683,189,2024-07-03,Completed,33.0
1950,216,79,2024-12-17,In Progress,78.0
1951,11428,39,2024-06-05,Dropped,16.0
1952,20705,23,2024-02-29,In Progress,84.0
1953,29942,177,2025-04-07,Dropped,20.0
1954,2706,192,2024-07-08,Dropped,24.0
1955,16063,151,2024-06-24,Completed,2.0
1956,8965,16,2025-11-06,Dropped,5.0
1957,18207,161,2025-05-02,Dropped,87.0
1958,20496,51,2024-03-19,Completed,91.0
1959,29705,50,2025-06-20,Completed,75.0
1960,22821,80,2025-09-02,Dropped,60.0
1961,27732,66,2025-09-18,Completed,55.0
1962,8123,158,2025-01-01,Completed,6.0
1963,27857,98,2024-08-09,Dropped,
1964,8250,35,2024-11-02,Dropped,36.0
1965,29657,124,2024-07-21,Completed,77.0
1966,4947,187,2025-07-26,Completed,15.0
1967,11882,125,2025-01-22,Completed,84.0
1968,4744,27,2024-11-24,In Progress,5.0
1969,18228,112,2024-09-19,Completed,89.0
1970,21835,164,2025-07-06,Completed,59.0
1971,16845,158,2025-01-02,In Progress,6.0
1972,28237,182,2024-09-18,Completed,40.0
1973,9161,36,2026-01-29,In Progress,62.0
1974,13522,61,2024-08-31,Dropped,64.0
1975,20200,161,2025-05-31,Dropped,12.0
1976,7293,193,2025-08-05,Dropped,85.0
1977,27316,97,2024-07-15,Completed,89.0
1978,7630,130,2025-04-01,Dropped,72.0
1979,290,12,2025-09-17,Dropped,66.0
1980,27862,71,2024-05-24,Completed,78.0
1981,15792,131,2025-07-15,Dropped,10.0
1982,9313,135,2025-05-19,Completed,87.0
1983,22777,173,2024-08-05,Completed,47.0
1984,25309,7,2024-04-25,Dropped,63.0
1985,23053,188,2025-07-24,In Progress,76.0
1986,19961,113,2025-09-02,Dropped,16.0
1987,24370,16,2024-12-24,In Progress,58.0
1988,15451,61,2025-02-26,Completed,80.0
1989,6849,187,2026-01-27,In Progress,91.0
1990,3783,156,2024-11-15,Completed,13.0
1991,6916,195,2025-06-24,Completed,41.0
1992,12864,164,2025-12-01,In Progress,39.0
1993,4938,124,2025-04-08,Dropped,27.0
1994,10984,48,2025-06-21,Dropped,62.0
1995,10231,24,2025-10-18,In Progress,67.0
1996,11711,104,2024-03-21,In Progress,26.0
1997,13498,190,2024-06-13,Completed,60.0
1998,28432,150,2025-01-13,Dropped,13.0
1999,20443,70,2024-11-24,In Progress,88.0
2000,29012,73,2025-06-12,Completed,43.0
2001,11710,100,2026-01-19,Dropped,37.0
2002,18541,105,2025-07-11,In Progress,77.0
2003,19262,76,2024-05-04,Completed,32.0
2004,24519,143,2025-06-25,Completed,7.0
2005,14762,70,2024-09-10,In Progress,59.0
2006,25644,174,2024-11-11,Dropped,21.0
2007,4438,57,2024-06-08,Dropped,73.0
2008,11243,15,2024-09-06,Dropped,42.0
2009,3921,76,2025-03-18,Dropped,51.0
2010,14714,142,2024-11-25,Dropped,100.0
2011,1128,66,2025-06-27,Completed,22.0
2012,22986,62,2025-12-14,Completed,63.0
2013,20452,27,2024-11-05,Dropped,32.0
2014,9183,44,2025-11-15,Completed,42.0
2015,19871,44,2025-05-31,Completed,76.0
2016,4728,25,2026-02-16,In Progress,4.0
2017,9618,43,2024-07-11,Dropped,89.0
2018,5510,70,2025-07-24,Dropped,89.0
2019,5482,190,2024-07-31,In Progress,26.0
2020,26034,190,2025-02-19,Completed,82.0
2021,3455,107,2025-11-15,In Progress,20.0
2022,17436,153,2024-11-10,Dropped,11.0
2023,23659,101,2025-08-04,Completed,28.0
2024,18972,118,2025-09-28,Completed,11.0
2025,19642,113,2024-11-12,Dropped,73.0
2026,2243,144,2024-09-05,In Progress,49.0
2027,4868,136,2024-11-15,Dropped,97.0
2028,9064,28,2024-12-13,In Progress,64.0
2029,23217,107,2025-08-04,Completed,66.0
2030,16512,71,2025-02-24,In Progress,35.0
2031,6016,128,2025-12-06,In Progress,90.0
2032,24682,92,2025-07-22,Completed,60.0
2033,14688,186,2024-04-22,Completed,92.0
2034,1407,158,2025-08-11,In Progress,100.0
2035,28371,131,2025-02-06,In Progress,28.0
2036,19805,173,2024-04-18,In Progress,96.0
2037,21985,187,2025-06-24,Completed,48.0
2038,26938,69,2024-09-04,Completed,75.0
2039,11787,99,2025-06-14,Completed,90.0
2040,16239,184,2025-12-05,Dropped,47.0
2041,8183,132,2024-03-03,Dropped,31.0
2042,9193,25,2026-02-11,Completed,88.0
2043,11624,47,2025-06-17,Completed,56.0
2044,7489,118,2025-06-26,In Progress,67.0
2045,12672,169,2025-09-21,Dropped,25.0
2046,5098,97,2025-08-03,Completed,43.0
2047,4113,5,2025-06-23,Dropped,67.0
2048,17778,167,2024-04-06,Completed,2.0
2049,1872,124,2024-08-24,Completed,2.0
2050,17474,70,2025-06-11,Completed,65.0
2051,13174,72,2025-11-23,Dropped,37.0
2052,29809,27,2024-04-08,Completed,53.0
2053,16004,108,2024-05-15,Completed,16.0
2054,5536,152,2025-11-05,Dropped,84.0
2055,20551,51,2025-09-03,Completed,46.0
2056,14237,27,2025-10-26,Completed,68.0
2057,27709,168,2024-08-29,Completed,58.0
2058,4540,96,2024-08-27,Completed,79.0
2059,19401,143,2025-12-03,Completed,48.0
2060,10723,174,2024-07-20,Completed,71.0
2061,3316,72,2025-05-02,Completed,29.0
2062,20277,159,2024-08-08,Completed,55.0
2063,10757,108,2025-03-23,Dropped,86.0
2064,1394,200,2026-01-17,Completed,65.0
2065,27669,167,2024-07-07,Dropped,16.0
2066,10938,88,2024-11-03,Completed,93.0
2067,17105,166,2025-07-06,Dropped,56.0
2068,4327,2,2024-08-09,In Progress,39.0
2069,3598,32,2025-08-12,Completed,55.0
2070,4960,176,2024-05-15,Dropped,7.0
2071,7759,55,2025-10-02,Completed,25.0
2072,24021,199,2025-03-29,Completed,71.0
2073,28342,97,2025-09-04,Completed,5.0
2074,27726,87,2025-03-24,In Progress,87.0
2075,3881,93,2025-12-26,In Progress,48.0
2076,12851,174,2024-10-11,Completed,52.0
2077,21249,32,2024-12-23,In Progress,96.0
2078,15144,45,2024-08-08,Dropped,75.0
